2CO 1:1.1 C Παῦλος Παῦλος N-NSM 3972 Παῦλος ! Παῦλος
2CO 12:4.13 . ἀνθρώπῳ ἀνθρώπῳ N-DSM 444 ἄνθρωπος ! ἄνθρωπος
2CO 12:4.14 . λαλῆσαι. λαλῆσαι. V-AAN 2980 λαλέω ! λαλέω
2CO 12:5.1 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:5.2 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 12:5.3 . τοιούτου τοιούτου D-GSM 5108 τοιοῦτος ! τοιοῦτος
2CO 12:5.4 . καυχήσομαι, καυχήσομαι, V-FDI-1S 2744 καυχάομαι ! καυχάομαι
2CO 12:5.5 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:5.6 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 12:5.7 . ἐμαυτοῦ ἐμαυτοῦ F-1GSM 1683 ἐμαυτοῦ ! ἐμαυτοῦ
2CO 12:5.8 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:5.9 . καυχήσομαι καυχήσομαι V-FDI-1S 2744 καυχάομαι ! καυχάομαι
2CO 12:5.10 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 12:5.11 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 12:5.12 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:5.13 . ταῖς ταῖς T-DPF 3588 ὁ ! ὁ
2CO 12:5.14 . ἀσθενείαις ἀσθενείαις N-DPF 769 ἀσθένεια ! ἀσθένεια
2CO 12:5.15 . μου. μου. P-1GS 1473 ἐγώ ! ἐγώ
2CO 12:6.1 . ἐὰν ἐὰν COND 1437 ἐάν ! ἐάν
2CO 12:6.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:6.3 . θελήσω θελήσω V-AAS-1S 2309 θέλω ! θέλω
2CO 12:6.4 . καυχήσασθαι, καυχήσασθαι, V-ADN 2744 καυχάομαι ! καυχάομαι
2CO 12:6.5 . οὐκ οὐκ PRT-N 3756 οὐ ! οὐ
2CO 12:6.6 . ἔσομαι ἔσομαι V-FDI-1S 1510 εἰμί ! εἰμί
2CO 12:6.7 . ἄφρων, ἄφρων, A-NSM 878 ἄφρων ! ἄφρων
2CO 12:6.8 . ἀλήθειαν ἀλήθειαν N-ASF 225 ἀλήθεια ! ἀλήθεια
2CO 12:6.9 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:6.10 . ἐρῶ· ἐρῶ· V-FAI-1S 2046 ἐρέω ! εἶπον
2CO 12:6.11 . φείδομαι φείδομαι V-PNI-1S 5339 φείδομαι ! φείδομαι
2CO 12:6.12 . δέ, δέ, CONJ 1161 δέ ! δέ
2CO 12:6.13 . μή μή PRT-N 3361 μή ! μή
2CO 12:6.14 . τις τις X-NSM 5100 τὶς ! τὶς
2CO 12:6.15 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 12:6.16 . ἐμὲ ἐμὲ P-1AS 1473 ἐγώ ! ἐγώ
2CO 12:6.17 . λογίσηται λογίσηται V-ADS-3S 3049 λογίζομαι ! λογίζομαι
2CO 12:6.18 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:6.19 . ὃ ὃ R-ASN 3739 ὅς ! ὅς
2CO 12:6.20 . βλέπει βλέπει V-PAI-3S 991 βλέπω ! βλέπω
2CO 12:6.21 . με με P-1AS 1473 ἐγώ ! ἐγώ
2CO 12:6.22 . ἢ ἢ PRT 2228 ἤ ! ἤ
2CO 12:6.23 . ἀκούει ἀκούει V-PAI-3S 191 ἀκούω ! ἀκούω
2CO 12:6.24 . ἐξ ἐξ PREP 1537 ἐκ ! ἐκ
2CO 12:6.25 . ἐμοῦ ἐμοῦ P-1GS 1473 ἐγώ ! ἐγώ
2CO 12:7.1 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:7.2 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 12:7.3 . ὑπερβολῇ ὑπερβολῇ N-DSF 5236 ὑπερβολή ! ὑπερβολή
2CO 12:7.4 . τῶν τῶν T-GPF 3588 ὁ ! ὁ
2CO 12:7.5 . ἀποκαλύψεων ἀποκαλύψεων N-GPF 602 ἀποκάλυψις ! ἀποκάλυψις
2CO 12:7.6 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 12:7.7 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 12:7.8 . ὑπεραίρωμαι, ὑπεραίρωμαι, V-PPS-1S 5229 ὑπεραίρομαι ! ὑπεραίρω
2CO 12:7.9 . ἐδόθη ἐδόθη V-API-3S 1325 δίδωμι ! δίδωμι
2CO 12:7.10 . μοι μοι P-1DS 1473 ἐγώ ! ἐγώ
2CO 12:7.11 . σκόλοψ σκόλοψ N-NSM 4647 σκόλοψ ! σκόλοψ
2CO 12:7.12 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 12:7.13 . σαρκί, σαρκί, N-DSF 4561 σάρξ ! σάρξ
2CO 12:7.14 . ἄγγελος ἄγγελος N-NSM 32 ἄγγελος ! ἄγγελος
2CO 12:7.15 . σατανᾶ, σατανᾶ, N-GSM 4567 Σατανᾶς ! Σατανᾶς
2CO 12:7.16 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 12:7.17 . με με P-1AS 1473 ἐγώ ! ἐγώ
2CO 12:7.18 . κολαφίζῃ, κολαφίζῃ, V-PAS-3S 2852 κολαφίζω ! κολαφίζω
2CO 12:7.19 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 12:7.20 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 12:7.21 . ὑπεραίρωμαι. ὑπεραίρωμαι. V-PPS-1S 5229 ὑπεραίρομαι ! ὑπεραίρω
2CO 12:8.1 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:8.2 . τούτου τούτου D-GSM 3778 οὗτος ! οὗτος
2CO 12:8.3 . τρὶς τρὶς ADV 5151 τρίς ! τρίς
2CO 12:8.4 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 12:8.5 . κύριον κύριον N-ASM 2962 κύριος ! κύριος
2CO 12:8.6 . παρεκάλεσα παρεκάλεσα V-AAI-1S 3870 παρακαλέω ! παρακαλέω
2CO 12:8.7 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 12:8.8 . ἀποστῇ ἀποστῇ V-2AAS-3S 868 ἀφίστημι ! ἀφίστημι
2CO 12:8.9 . ἀπ’ ἀπ’ PREP 575 ἀπό ! ἀπό
2CO 12:8.10 . ἐμοῦ· ἐμοῦ· P-1GS 1473 ἐγώ ! ἐγώ
2CO 12:9.1 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:9.2 . εἴρηκέν εἴρηκέν V-RAI-3S-ATT 2046 ἐρέω ! εἶπον
2CO 12:9.3 . μοι, μοι, P-1DS 1473 ἐγώ ! ἐγώ
2CO 12:9.4 . ἀρκεῖ ἀρκεῖ V-PAI-3S 714 ἀρκέω ! ἀρκέω
2CO 12:9.5 . σοι σοι P-2DS 4771 σύ ! σύ
2CO 12:9.6 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 12:9.7 . χάρις χάρις N-NSF 5485 χάρις ! χάρις
2CO 12:9.8 . μου· μου· P-1GS 1473 ἐγώ ! ἐγώ
2CO 12:9.9 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 12:9.10 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:9.11 . δύναμις δύναμις N-NSF 1411 δύναμις ! δύναμις
2CO 12:9.12 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:9.13 . ἀσθενείᾳ ἀσθενείᾳ N-DSF 769 ἀσθένεια ! ἀσθένεια
2CO 12:9.14 . τελεῖται. τελεῖται. V-PPI-3S 5055 τελέω ! τελέω
2CO 12:9.15 . ἥδιστα ἥδιστα ADV-S 2236 ἥδιστα ! ἡδέως
2CO 12:9.16 . οὖν οὖν CONJ 3767 οὖν ! οὖν
2CO 12:9.17 . μᾶλλον μᾶλλον ADV 3123 μᾶλλον ! μᾶλλον
2CO 12:9.18 . καυχήσομαι καυχήσομαι V-FDI-1S 2744 καυχάομαι ! καυχάομαι
2CO 12:9.19 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:9.20 . ταῖς ταῖς T-DPF 3588 ὁ ! ὁ
2CO 12:9.21 . ἀσθενείαις ἀσθενείαις N-DPF 769 ἀσθένεια ! ἀσθένεια
2CO 12:9.22 . μου, μου, P-1GS 1473 ἐγώ ! ἐγώ
2CO 12:9.23 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 12:9.24 . ἐπισκηνώσῃ ἐπισκηνώσῃ V-AAS-3S 1981 ἐπισκηνόω ! ἐπισκηνόω
2CO 12:9.25 . ἐπ’ ἐπ’ PREP 1909 ἐπί ! ἐπί
2CO 12:9.26 . ἐμὲ ἐμὲ P-1AS 1473 ἐγώ ! ἐγώ
2CO 12:9.27 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 12:9.28 . δύναμις δύναμις N-NSF 1411 δύναμις ! δύναμις
2CO 12:9.29 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 12:9.30 . Χριστοῦ. Χριστοῦ. N-GSM 5547 Χριστός ! Χριστός
2CO 12:10.1 . διὸ διὸ CONJ 1352 διό ! διό
2CO 12:10.2 . εὐδοκῶ εὐδοκῶ V-PAI-1S 2106 εὐδοκέω ! εὐδοκέω
2CO 12:10.3 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:10.4 . ἀσθενείαις, ἀσθενείαις, N-DPF 769 ἀσθένεια ! ἀσθένεια
2CO 12:10.5 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:10.6 . ὕβρεσιν, ὕβρεσιν, N-DPF 5196 ὕβρις ! ὕβρις
2CO 12:10.7 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:10.8 . ἀνάγκαις, ἀνάγκαις, N-DPF 318 ἀνάγκη ! ἀνάγκη
2CO 12:10.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:10.10 . διωγμοῖς διωγμοῖς N-DPM 1375 διωγμός ! διωγμός
2CO 12:10.11 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:10.12 . στενοχωρίαις, στενοχωρίαις, N-DPF 4730 στενοχωρία ! στενοχωρία
2CO 12:10.13 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:10.14 . Χριστοῦ· Χριστοῦ· N-GSM 5547 Χριστός ! Χριστός
2CO 12:10.15 . ὅταν ὅταν CONJ 3752 ὅταν ! ὅταν
2CO 12:10.16 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:10.17 . ἀσθενῶ, ἀσθενῶ, V-PAS-1S 770 ἀσθενέω ! ἀσθενέω
2CO 12:10.18 . τότε τότε ADV 5119 τότε ! τότε
2CO 12:10.19 . δυνατός δυνατός A-NSM 1415 δυνατός ! δυνατός
2CO 12:10.20 . εἰμι. εἰμι. V-PAI-1S 1510 εἰμί ! εἰμί
2CO 12:11.1 P Γέγονα Γέγονα V-2RAI-1S 1096 γίνομαι ! γίνομαι
2CO 12:11.2 . ἄφρων· ἄφρων· A-NSM 878 ἄφρων ! ἄφρων
2CO 12:11.3 . ὑμεῖς ὑμεῖς P-2NP 5210 ὑμεῖς ! σύ
2CO 12:11.4 . με με P-1AS 1473 ἐγώ ! ἐγώ
2CO 12:11.5 . ἠναγκάσατε. ἠναγκάσατε. V-AAI-2P 315 ἀναγκάζω ! ἀναγκάζω
2CO 12:11.6 . ἐγω ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 12:11.7 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:11.8 . ὤφειλον ὤφειλον V-IAI-1S 3784 ὀφείλω ! ὀφείλω
2CO 12:11.9 . ὑφ’ ὑφ’ PREP 5259 ὑπό ! ὑπό
2CO 12:11.10 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 12:11.11 . συνίστασθαι· συνίστασθαι· V-PPN 4921 συνιστάω ! συνίστημι
2CO 12:11.12 . οὐδὲν οὐδὲν A-ASN-N 3762 οὐδείς ! οὐδείς
2CO 12:11.13 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:11.14 . ὑστέρησα ὑστέρησα V-AAI-1S 5302 ὑστερέω ! ὑστερέω
2CO 12:11.15 . τῶν τῶν T-GPM 3588 ὁ ! ὁ
2CO 12:11.16 . ὑπερλίαν ὑπερλίαν ADV 3029 λίαν ! λίαν
2CO 12:11.17 . ἀποστόλων, ἀποστόλων, N-GPM 652 ἀπόστολος ! ἀπόστολος
2CO 12:11.18 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 12:11.19 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:11.20 . οὐδέν οὐδέν A-NSN-N 3762 οὐδείς ! οὐδείς
2CO 12:11.21 . εἰμι. εἰμι. V-PAI-1S 1510 εἰμί ! εἰμί
2CO 12:12.1 . τὰ τὰ T-NPN 3588 ὁ ! ὁ
2CO 12:12.2 . μὲν μὲν PRT 3303 μέν ! μέν
2CO 12:12.3 . σημεῖα σημεῖα N-NPN 4592 σημεῖον ! σημεῖον
2CO 12:12.4 . τοῦ τοῦ T-GSM 3588 ὁ ! ὁ
2CO 12:12.5 . ἀποστόλου ἀποστόλου N-GSM 652 ἀπόστολος ! ἀπόστολος
2CO 12:12.6 . κατειργάσθη κατειργάσθη V-API-3S 2716 κατεργάζομαι ! κατεργάζομαι
2CO 12:12.7 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:12.8 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 12:12.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:12.10 . πάσῃ πάσῃ A-DSF 3956 πᾶς ! πᾶς
2CO 12:12.11 . ὑπομονῇ, ὑπομονῇ, N-DSF 5281 ὑπομονή ! ὑπομονή
2CO 12:12.12 . σημείοις σημείοις N-DPN 4592 σημεῖον ! σημεῖον
2CO 12:12.13 . τε τε PRT 5037 τέ ! τέ
2CO 12:12.14 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:12.15 . τέρασιν τέρασιν N-DPN 5059 τέρας ! τέρας
2CO 12:12.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:12.17 . δυνάμεσιν. δυνάμεσιν. N-DPF 1411 δύναμις ! δύναμις
2CO 12:13.1 . τί τί I-NSN 5101 τίς ! τίς
2CO 12:13.2 . γάρ γάρ CONJ 1063 γάρ ! γάρ
2CO 12:13.3 . ἐστιν ἐστιν V-PAI-3S 1510 εἰμί ! εἰμί
2CO 12:13.4 . ὃ ὃ R-ASN 3739 ὅς ! ὅς
2CO 12:13.5 . ἡσσώθητε ἡσσώθητε V-API-2P 2274 ἡττάω ! ἡσσάομαι
2CO 12:13.6 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:13.7 . τὰς τὰς T-APF 3588 ὁ ! ὁ
2CO 12:13.8 . λοιπὰς λοιπὰς A-APF 3062 λοιποί ! λοιπός
2CO 12:13.9 . ἐκκλησίας, ἐκκλησίας, N-APF 1577 ἐκκλησία ! ἐκκλησία
2CO 12:13.10 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 12:13.11 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 12:13.12 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 12:13.13 . αὐτὸς αὐτὸς P-NSM 846 αὐτός ! αὐτός
2CO 12:13.14 . ἐγὼ ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 12:13.15 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:13.16 . κατενάρκησα κατενάρκησα V-AAI-1S 2655 καταναρκάω ! καταναρκάω
2CO 12:13.17 . ὑμῶν; ὑμῶν; P-2GP 5210 ὑμεῖς ! σύ
2CO 12:13.18 . χαρίσασθέ χαρίσασθέ V-ADM-2P 5483 χαρίζομαι ! χαρίζομαι
2CO 12:13.19 . μοι μοι P-1DS 1473 ἐγώ ! ἐγώ
2CO 12:13.20 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 12:13.21 . ἀδικίαν ἀδικίαν N-ASF 93 ἀδικία ! ἀδικία
2CO 12:13.22 . ταύτην. ταύτην. D-ASF 3778 οὗτος ! οὗτος
2CO 12:14.1 . ἰδοὺ ἰδοὺ V-2AMM-2S 3708 ὁράω ! ὁράω
2CO 12:14.2 . τρίτον τρίτον A-ASN 5154 τρίτος ! τρίτος
2CO 12:14.3 . τοῦτο τοῦτο D-ASN 3778 οὗτος ! οὗτος
2CO 12:14.4 . ἑτοίμως ἑτοίμως ADV 2093 ἑτοίμως ! ἑτοίμως
2CO 12:14.5 . ἔχω ἔχω V-PAI-1S 2192 ἔχω ! ἔχω
2CO 12:14.6 . ἐλθεῖν ἐλθεῖν V-2AAN 2064 ἔρχομαι ! ἔρχομαι
2CO 12:14.7 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 12:14.8 . ὑμᾶς, ὑμᾶς, P-2AP 5210 ὑμεῖς ! σύ
2CO 12:14.9 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:14.10 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:14.11 . καταναρκήσω· καταναρκήσω· V-FAI-1S 2655 καταναρκάω ! καταναρκάω
2CO 12:14.12 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:14.13 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:14.14 . ζητῶ ζητῶ V-PAI-1S 2212 ζητέω ! ζητέω
2CO 12:14.15 . τὰ τὰ T-APN 3588 ὁ ! ὁ
2CO 12:14.16 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 12:14.17 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 12:14.18 . ὑμᾶς, ὑμᾶς, P-2AP 5210 ὑμεῖς ! σύ
2CO 12:14.19 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:14.20 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:14.21 . ὀφείλει ὀφείλει V-PAI-3S 3784 ὀφείλω ! ὀφείλω
2CO 12:14.22 . τὰ τὰ T-NPN 3588 ὁ ! ὁ
2CO 12:14.23 . τέκνα τέκνα N-NPN 5043 τέκνον ! τέκνον
2CO 12:14.24 . τοῖς τοῖς T-DPM 3588 ὁ ! ὁ
2CO 12:14.25 . γονεῦσιν γονεῦσιν N-DPM 1118 γονεύς ! γονεύς
2CO 12:14.26 . θησαυρίζειν, θησαυρίζειν, V-PAN 2343 θησαυρίζω ! θησαυρίζω
2CO 12:14.27 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 12:14.28 . οἱ οἱ T-NPM 3588 ὁ ! ὁ
2CO 12:14.29 . γονεῖς γονεῖς N-NPM 1118 γονεύς ! γονεύς
2CO 12:14.30 . τοῖς τοῖς T-DPN 3588 ὁ ! ὁ
2CO 12:14.31 . τέκνοις. τέκνοις. N-DPN 5043 τέκνον ! τέκνον
2CO 12:15.1 . ἐγὼ ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 12:15.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 12:15.3 . ἥδιστα ἥδιστα ADV-S 2236 ἥδιστα ! ἡδέως
2CO 12:15.4 . δαπανήσω δαπανήσω V-FAI-1S 1159 δαπανάω ! δαπανάω
2CO 12:15.5 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:15.6 . ἐκδαπανηθήσομαι ἐκδαπανηθήσομαι V-FPI-1S 1550 ἐκδαπανάω ! ἐκδαπανάω
2CO 12:15.7 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:15.8 . τῶν τῶν T-GPF 3588 ὁ ! ὁ
2CO 12:15.9 . ψυχῶν ψυχῶν N-GPF 5590 ψυχή ! ψυχή
2CO 12:15.10 . ὑμῶν. ὑμῶν. P-2GP 5210 ὑμεῖς ! σύ
2CO 12:15.11 . εἰ εἰ COND 1487 εἰ ! εἰ
2CO 12:15.12 . περισσοτέρως περισσοτέρως ADV-C 4056 περισσοτέρως ! περισσοτέρως
2CO 12:15.13 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 12:15.14 . ἀγαπῶ, ἀγαπῶ, V-PAI-1S 25 ἀγαπάω ! ἀγαπάω
2CO 12:15.15 . ἧττον ἧττον A-ASN-C 2276 ἥττον ! ἥσσων
2CO 12:15.16 . ἀγαπῶμαι; ἀγαπῶμαι; V-PPI-1S 25 ἀγαπάω ! ἀγαπάω
2CO 12:16.1 P Ἔστω Ἔστω V-PAM-3S 1510 εἰμί ! εἰμί
2CO 12:16.2 . δέ, δέ, CONJ 1161 δέ ! δέ
2CO 12:16.3 . ἐγὼ ἐγὼ P-1NS 1473 ἐγώ ! ἐγώ
2CO 12:16.4 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:16.5 . κατεβάρησα κατεβάρησα V-AAI-1S 2599 καταβαρέω ! καταβαρέω
2CO 12:16.6 . ὑμᾶς· ὑμᾶς· P-2AP 5210 ὑμεῖς ! σύ
2CO 12:16.7 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 12:16.8 . ὑπάρχων ὑπάρχων V-PAP-NSM 5225 ὑπάρχω ! ὑπάρχω
2CO 12:16.9 . πανοῦργος πανοῦργος N-NSM 3835 πανοῦργος ! πανοῦργος
2CO 12:16.10 . δόλῳ δόλῳ N-DSM 1388 δόλος ! δόλος
2CO 12:16.11 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 12:16.12 . ἔλαβον. ἔλαβον. V-2AAI-1S 2983 λαμβάνω ! λαμβάνω
2CO 12:17.1 . μή μή PRT-N 3361 μή ! μή
2CO 12:17.2 . τινα τινα X-ASM 5100 τὶς ! τὶς
2CO 12:17.3 . ὧν ὧν R-GPM 3739 ὅς ! ὅς
2CO 12:17.4 . ἀπέσταλκα ἀπέσταλκα V-RAI-1S 649 ἀποστέλλω ! ἀποστέλλω
2CO 12:17.5 . πρὸς πρὸς PREP 4314 πρός ! πρός
2CO 12:17.6 . ὑμᾶς, ὑμᾶς, P-2AP 5210 ὑμεῖς ! σύ
2CO 12:17.7 . δι’ δι’ PREP 1223 διά ! διά
2CO 12:17.8 . αὐτοῦ αὐτοῦ P-GSM 846 αὐτός ! αὐτός
2CO 12:17.9 . ἐπλεονέκτησα ἐπλεονέκτησα V-AAI-1S 4122 πλεονεκτέω ! πλεονεκτέω
2CO 12:17.10 . ὑμᾶς; ὑμᾶς; P-2AP 5210 ὑμεῖς ! σύ
2CO 12:18.1 . παρεκάλεσα παρεκάλεσα V-AAI-1S 3870 παρακαλέω ! παρακαλέω
2CO 12:18.2 . Τίτον Τίτον N-ASM 5103 Τίτος ! Τίτος
2CO 12:18.3 . καὶ καὶ CONJ 2532 καί ! καί
2CO 12:18.4 . συναπέστειλα συναπέστειλα V-AAI-1S 4882 συναποστέλλω ! συναποστέλλω
2CO 12:18.5 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 12:18.6 . ἀδελφόν· ἀδελφόν· N-ASM 80 ἀδελφός ! ἀδελφός
2CO 12:18.7 . μήτι μήτι PRT-I 3385 μήτι ! μήτι
2CO 12:18.8 . ἐπλεονέκτησεν ἐπλεονέκτησεν V-AAI-3S 4122 πλεονεκτέω ! πλεονεκτέω
2CO 12:18.9 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 12:18.10 . Τίτος; Τίτος; N-NSM 5103 Τίτος ! Τίτος
2CO 12:18.11 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:18.12 . τῷ τῷ T-DSN 3588 ὁ ! ὁ
2CO 12:18.13 . αὐτῷ αὐτῷ P-DSN 846 αὐτός ! αὐτός
2CO 12:18.14 . πνεύματι πνεύματι N-DSN 4151 πνεῦμα ! πνεῦμα
2CO 12:18.15 . περιεπατήσαμεν; περιεπατήσαμεν; V-AAI-1P 4043 περιπατέω ! περιπατέω
2CO 12:18.16 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 12:18.17 . τοῖς τοῖς T-DPN 3588 ὁ ! ὁ
2CO 12:18.18 . αὐτοῖς αὐτοῖς P-DPN 846 αὐτός ! αὐτός
2CO 12:18.19 . ἴχνεσιν; ἴχνεσιν; N-DPN 2487 ἴχνος ! ἴχνος
2CO 12:19.1 P Πάλαι Πάλαι ADV 3819 πάλαι ! πάλαι
2CO 12:19.2 . δοκεῖτε δοκεῖτε V-PAI-2P 1380 δοκέω ! δοκέω
2CO 12:19.3 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 12:19.4 . ὑμῖν ὑμῖν P-2DP 5210 ὑμεῖς ! σύ
2CO 12:19.5 . ἀπολογούμεθα; ἀπολογούμεθα; V-PNI-1P 626 ἀπολογέομαι ! ἀπολογέομαι
2CO 12:19.6 . κατέναντι κατέναντι ADV 2713 κατέναντι ! κατέναντι
2CO 12:19.7 . θεοῦ θεοῦ N-GSM 2316 θεός ! θεός
2CO 12:19.8 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 12:19.9 . Χριστῷ Χριστῷ N-DSM 5547 Χριστός ! Χριστός
2CO 12:19.10 . λαλοῦμεν· λαλοῦμεν· V-PAI-1P 2980 λαλέω ! λαλέω
2CO 12:19.11 . τὰ τὰ T-NPN 3588 ὁ ! ὁ
2CO 12:19.12 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 12:19.13 . πάντα, πάντα, A-NPN 3956 πᾶς ! πᾶς
2CO 12:19.14 . ἀγαπητοί, ἀγαπητοί, A-VPM 27 ἀγαπητός ! ἀγαπητός
2CO 12:19.15 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 12:19.16 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 12:19.17 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 12:19.18 . οἰκοδομῆς. οἰκοδομῆς. N-GSF 3619 οἰκοδομή ! οἰκοδομή
2CO 12:20.1 . φοβοῦμαι φοβοῦμαι V-PNI-1S 5399 φοβέω ! φοβέω
2CO 12:20.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 12:20.3 . μήπως μήπως CONJ-N 3381 μήπως ! μήπως
2CO 12:20.4 . ἐλθὼν ἐλθὼν V-2AAP-NSM 2064 ἔρχομαι ! ἔρχομαι
2CO 12:20.5 . οὐχ οὐχ PRT-N 3756 οὐ ! οὐ
2CO 12:20.6 . οἵους οἵους K-APM 3634 οἷος ! οἷος
2CO 12:20.7 . θέλω θέλω V-PAI-1S 2309 θέλω ! θέλω
2CO 12:20.8 . εὕρω εὕρω V-2AAS-1S 2147 εὑρίσκω ! εὑρίσκω
2CO 12:20.9 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 12:20.10 . κἀγὼ κἀγὼ P-1NS-K 2504 κἀγώ ! κἀγώ
